sale_id,product_id,product_name,quantity,price,date,customer_id,region
12,48,Washing MachineYellowGreen,3,169.61,2024-08-28,1645,British Indian Ocean Territory (Chagos Archipelago)
13,13,CameraDarkSlateGray,3,428.38,2023-10-13,1835,Heard Island and McDonald Islands
14,74,Electric ShaverSienna,9,303.07,2024-08-31,1224,Brazil
15,16,ProjectorDarkGray,4,305.14,2023-01-27,1075,Angola
16,51,SofaCyan,2,188.22,2023-05-23,1589,Colombia
17,78,PerfumeDeepPink,1,101.32,2024-06-08,1118,Lesotho
18,92,NotebookMintCream,2,242.22,2023-06-03,1993,South Georgia and the South Sandwich Islands
18,94,Subscription CardMediumOrchid,1,468.8,2023-06-03,1993,South Georgia and the South Sandwich Islands
19,55,Bed FrameDarkMagenta,10,55.24,2023-02-14,1023,Philippines
19,34,NotebookChocolate,2,114.31,2023-02-14,1023,Philippines
19,83,Yoga MatViolet,5,178.4,2023-02-14,1023,Philippines
19,24,Power SupplySeaShell,1,254.3,2023-02-14,1023,Philippines
19,6,MouseSlateBlue,10,54.96,2023-02-14,1023,Philippines
20,34,NotebookChocolate,6,452.68,2023-01-17,1400,Jamaica
20,61,T-shirtGreenYellow,10,88.87,2023-01-17,1400,Jamaica
21,99,DollLemonChiffon,1,395.38,2024-03-29,1688,Syrian Arab Republic
21,21,MotherboardDarkGreen,3,174.44,2024-03-29,1688,Syrian Arab Republic
22,77,Hand SanitizerDarkSeaGreen,8,334.47,2023-07-09,1256,Cyprus
23,88,Jump RopePeachPuff,7,450.55,2023-02-22,1013,Gabon
23,66,SunglassesMediumAquaMarine,5,326.22,2023-02-22,1013,Gabon
23,50,Air ConditionerDarkGoldenRod,5,80.94,2023-02-22,1013,Gabon
23,89,HelmetLightSalmon,1,231.69,2023-02-22,1013,Gabon
24,95,Board GameDarkOrange,1,274.44,2023-09-13,1080,Cocos (Keeling) Islands
24,18,VR HeadsetWhite,4,382.27,2023-09-13,1080,Cocos (Keeling) Islands
24,62,JeansLightSlateGray,6,307.02,2023-09-13,1080,Cocos (Keeling) Islands
25,76,Face CreamDarkCyan,10,70.51,2023-02-14,1689,Lao People's Democratic Republic
25,40,Paper ShredderMediumSeaGreen,7,375.5,2023-02-14,1689,Lao People's Democratic Republic
25,84,DumbbellsLightSalmon,2,5.75,2023-02-14,1689,Lao People's Democratic Republic
26,21,MotherboardDarkGreen,4,115.43,2023-01-29,1196,Bolivia
26,58,WardrobeDarkRed,7,356.62,2023-01-29,1196,Bolivia
26,87,TreadmillIndianRed,10,437.9,2023-01-29,1196,Bolivia
27,90,Sports BagRoyalBlue,10,212.02,2024-05-25,1032,India
27,85,Tennis RacketTurquoise,1,87.01,2024-05-25,1032,India
27,9,ChargerSilver,5,352.25,2024-05-25,1032,India
27,58,WardrobeDarkRed,9,443.05,2024-05-25,1032,India
28,78,PerfumeDeepPink,1,442.52,2023-05-26,1929,Guinea-Bissau
28,64,JacketDarkGoldenRod,6,159.47,2023-05-26,1929,Guinea-Bissau
28,60,Floor LampYellow,1,405.48,2023-05-26,1929,Guinea-Bissau
28,54,Dining TableSlateGray,4,276.54,2023-05-26,1929,Guinea-Bissau
28,82,Soccer BallOrangeRed,2,419.54,2023-05-26,1929,Guinea-Bissau
29,52,BookshelfMediumAquaMarine,7,161.51,2024-10-22,1133,Latvia
30,92,NotebookMintCream,1,490.22,2024-09-03,1218,Uruguay
31,79,Lip BalmBlue,2,99.28,2024-02-20,1691,Qatar
31,78,PerfumeDeepPink,4,437.46,2024-02-20,1691,Qatar
31,36,BackpackDarkGoldenRod,3,54.59,2024-02-20,1691,Qatar
31,51,SofaCyan,2,15.81,2024-02-20,1691,Qatar
31,58,WardrobeDarkRed,2,431.37,2024-02-20,1691,Qatar
32,84,DumbbellsLightSalmon,6,61.98,2024-05-06,1136,Seychelles
32,20,Graphics CardMagenta,5,426.36,2024-05-06,1136,Seychelles
32,6,MouseSlateBlue,1,106.84,2024-05-06,1136,Seychelles
32,34,NotebookChocolate,9,160.78,2024-05-06,1136,Seychelles
32,47,DishwasherDarkTurquoise,10,455.38,2024-05-06,1136,Seychelles
33,84,DumbbellsLightSalmon,8,357.62,2023-02-12,1043,Philippines
33,59,CurtainsMediumSeaGreen,7,189.36,2023-02-12,1043,Philippines
33,69,ScarfGhostWhite,3,107.88,2023-02-12,1043,Philippines
33,76,Face CreamDarkCyan,5,9.4,2023-02-12,1043,Philippines
33,20,Graphics CardMagenta,5,170.04,2023-02-12,1043,Philippines
34,92,NotebookMintCream,2,172.44,2023-04-26,1808,Central African Republic
34,80,Makeup KitCyan,1,25.4,2023-04-26,1808,Central African Republic
34,21,MotherboardDarkGreen,3,491.05,2023-04-26,1808,Central African Republic
35,51,SofaCyan,9,69.17,2023-09-07,1296,El Salvador
35,15,WebcamDarkSlateGray,8,366.61,2023-09-07,1296,El Salvador
35,7,TabletPaleGreen,5,93.9,2023-09-07,1296,El Salvador
36,39,Desk OrganizerSnow,7,418.6,2023-03-27,1535,Uruguay
37,14,MicrophoneLightSkyBlue,2,282.61,2023-11-19,1306,China
37,62,JeansLightSlateGray,8,171.85,2023-11-19,1306,China
37,44,Air FryerGold,2,242.15,2023-11-19,1306,China
37,90,Sports BagRoyalBlue,8,216.13,2023-11-19,1306,China
38,95,Board GameDarkOrange,3,460.25,2023-01-10,1309,Pitcairn Islands
38,81,BasketballYellow,10,190.91,2023-01-10,1309,Pitcairn Islands
38,82,Soccer BallOrangeRed,2,37.59,2023-01-10,1309,Pitcairn Islands
39,96,PuzzleSlateBlue,4,35.27,2023-10-27,1086,Montenegro
39,2,LaptopPeachPuff,2,199.93,2023-10-27,1086,Montenegro
40,58,WardrobeDarkRed,8,395.2,2024-09-30,1531,United States Virgin Islands
40,92,NotebookMintCream,4,214.4,2024-09-30,1531,United States Virgin Islands
40,48,Washing MachineYellowGreen,4,494.29,2024-09-30,1531,United States Virgin Islands
41,100,Building BlocksAzure,3,218.45,2023-08-16,1267,Guinea-Bissau
41,46,MicrowaveLawnGreen,2,36.61,2023-08-16,1267,Guinea-Bissau
41,90,Sports BagRoyalBlue,1,451.99,2023-08-16,1267,Guinea-Bissau
41,58,WardrobeDarkRed,4,63.86,2023-08-16,1267,Guinea-Bissau
41,51,SofaCyan,5,107.58,2023-08-16,1267,Guinea-Bissau
42,80,Makeup KitCyan,3,56.79,2023-10-11,1043,Palestinian Territory
42,59,CurtainsMediumSeaGreen,7,184.01,2023-10-11,1043,Palestinian Territory
43,14,MicrophoneLightSkyBlue,10,491.58,2023-07-03,1846,Monaco
43,19,Game ConsoleDarkViolet,10,205.92,2023-07-03,1846,Monaco
44,67,WatchLawnGreen,8,341.26,2024-05-19,1696,Kuwait
44,42,ToasterMediumOrchid,8,499.1,2024-05-19,1696,Kuwait
44,82,Soccer BallOrangeRed,4,273.69,2024-05-19,1696,Kuwait
44,29,ModemGreenYellow,1,173.41,2024-05-19,1696,Kuwait
45,42,ToasterMediumOrchid,1,264.93,2024-06-25,1985,Grenada
45,33,Standing DeskLightGoldenRodYellow,10,393.16,2024-06-25,1985,Grenada
45,49,RefrigeratorRosyBrown,10,150.72,2024-06-25,1985,Grenada
46,9,ChargerSilver,2,260.68,2024-06-23,1723,Mayotte
46,6,MouseSlateBlue,2,116.42,2024-06-23,1723,Mayotte
46,6,MouseSlateBlue,5,12.57,2024-06-23,1723,Mayotte
46,58,WardrobeDarkRed,6,431.64,2024-06-23,1723,Mayotte
47,84,DumbbellsLightSalmon,8,484.46,2023-07-25,1819,Dominican Republic
47,65,HatOliveDrab,7,451.04,2023-07-25,1819,Dominican Republic
48,74,Electric ShaverSienna,2,340.89,2024-07-10,1514,Liberia
49,98,Action FigureGold,10,495.31,2023-09-15,1824,France
49,96,PuzzleSlateBlue,7,453.36,2023-09-15,1824,France
49,27,Hard DrivePowderBlue,5,270.03,2023-09-15,1824,France
49,77,Hand SanitizerDarkSeaGreen,7,413.72,2023-09-15,1824,France
49,62,JeansLightSlateGray,7,305.68,2023-09-15,1824,France
50,85,Tennis RacketTurquoise,1,371.67,2024-05-06,1239,Nauru
51,73,Hair DryerLightGoldenRodYellow,5,169.68,2024-11-22,1309,North Macedonia
51,64,JacketDarkGoldenRod,5,471.76,2024-11-22,1309,North Macedonia
51,39,Desk OrganizerSnow,7,195.16,2024-11-22,1309,North Macedonia
51,50,Air ConditionerDarkGoldenRod,1,86.08,2024-11-22,1309,North Macedonia
51,17,DroneLightCoral,4,147.11,2024-11-22,1309,North Macedonia
52,8,SmartwatchLimeGreen,1,243.26,2024-09-15,1849,Bulgaria
52,19,Game ConsoleDarkViolet,8,445.53,2024-09-15,1849,Bulgaria
52,78,PerfumeDeepPink,2,338.4,2024-09-15,1849,Bulgaria
53,53,TV StandTeal,1,307.83,2024-06-06,1155,Iceland
53,50,Air ConditionerDarkGoldenRod,8,28.28,2024-06-06,1155,Iceland
53,61,T-shirtGreenYellow,3,15.01,2024-06-06,1155,Iceland
54,17,DroneLightCoral,6,57.12,2024-06-30,1612,Switzerland
54,71,ShampooGhostWhite,6,101.51,2024-06-30,1612,Switzerland
54,100,Building BlocksAzure,8,59.94,2024-06-30,1612,Switzerland
54,8,SmartwatchLimeGreen,10,351.9,2024-06-30,1612,Switzerland
54,79,Lip BalmBlue,6,326.98,2024-06-30,1612,Switzerland
55,38,Mouse PadAliceBlue,3,479.44,2024-04-20,1992,Afghanistan
55,50,Air ConditionerDarkGoldenRod,5,458.86,2024-04-20,1992,Afghanistan
55,88,Jump RopePeachPuff,2,261.91,2024-04-20,1992,Afghanistan
55,25,Cooling FanDarkGreen,1,392.15,2024-04-20,1992,Afghanistan
55,57,NightstandLightSteelBlue,6,379.53,2024-04-20,1992,Afghanistan
56,81,BasketballYellow,2,478.47,2024-03-10,1466,Qatar
56,6,MouseSlateBlue,8,131.42,2024-03-10,1466,Qatar
56,4,MonitorLightGoldenRodYellow,9,334.92,2024-03-10,1466,Qatar
57,30,SwitchSilver,2,389.29,2023-09-02,1585,Dominican Republic
57,81,BasketballYellow,9,350.76,2023-09-02,1585,Dominican Republic
58,40,Paper ShredderMediumSeaGreen,2,77.12,2023-06-12,1430,Kiribati
58,73,Hair DryerLightGoldenRodYellow,7,461.83,2023-06-12,1430,Kiribati
58,14,MicrophoneLightSkyBlue,7,36.15,2023-06-12,1430,Kiribati
58,54,Dining TableSlateGray,3,368.47,2023-06-12,1430,Kiribati
58,4,MonitorLightGoldenRodYellow,8,218.39,2023-06-12,1430,Kiribati
59,64,JacketDarkGoldenRod,6,362.66,2023-10-04,1427,Turkey
60,10,USB CableMintCream,2,182.83,2024-05-06,1080,Tunisia
60,4,MonitorLightGoldenRodYellow,6,177.2,2024-05-06,1080,Tunisia
60,2,LaptopPeachPuff,4,410.41,2024-05-06,1080,Tunisia
61,19,Game ConsoleDarkViolet,4,6.6,2023-10-30,1072,Iran
61,85,Tennis RacketTurquoise,2,375.25,2023-10-30,1072,Iran
61,38,Mouse PadAliceBlue,6,346.29,2023-10-30,1072,Iran
61,78,PerfumeDeepPink,4,430.29,2023-10-30,1072,Iran
61,24,Power SupplySeaShell,8,60.63,2023-10-30,1072,Iran
62,17,DroneLightCoral,1,483.43,2024-09-28,1352,Montenegro
62,47,DishwasherDarkTurquoise,6,239.32,2024-09-28,1352,Montenegro
62,38,Mouse PadAliceBlue,5,468.88,2024-09-28,1352,Montenegro
63,82,Soccer BallOrangeRed,6,96.1,2023-11-02,1981,Panama
63,11,TVIndianRed,2,268.95,2023-11-02,1981,Panama
63,40,Paper ShredderMediumSeaGreen,3,191.41,2023-11-02,1981,Panama
63,19,Game ConsoleDarkViolet,3,403.17,2023-11-02,1981,Panama
63,41,Coffee MakerLemonChiffon,9,125.21,2023-11-02,1981,Panama
64,38,Mouse PadAliceBlue,6,212.79,2024-06-01,1772,Chad
64,6,MouseSlateBlue,3,302.6,2024-06-01,1772,Chad
65,90,Sports BagRoyalBlue,2,70.35,2023-11-22,1403,Eritrea
66,54,Dining TableSlateGray,3,297.58,2024-05-27,1306,Kiribati
66,39,Desk OrganizerSnow,6,46.86,2024-05-27,1306,Kiribati
66,57,NightstandLightSteelBlue,6,320.34,2024-05-27,1306,Kiribati
66,68,BeltLightSteelBlue,1,191.33,2024-05-27,1306,Kiribati
66,2,LaptopPeachPuff,7,481.17,2024-05-27,1306,Kiribati
67,57,NightstandLightSteelBlue,4,188.94,2024-01-21,1922,Libyan Arab Jamahiriya
67,61,T-shirtGreenYellow,2,475.38,2024-01-21,1922,Libyan Arab Jamahiriya
67,14,MicrophoneLightSkyBlue,5,60.52,2024-01-21,1922,Libyan Arab Jamahiriya
68,90,Sports BagRoyalBlue,8,464.49,2024-10-24,1620,Netherlands
68,24,Power SupplySeaShell,7,218.7,2024-10-24,1620,Netherlands
69,44,Air FryerGold,9,75.57,2024-07-05,1253,Turks and Caicos Islands
69,60,Floor LampYellow,2,244.23,2024-07-05,1253,Turks and Caicos Islands
69,27,Hard DrivePowderBlue,5,5.91,2024-07-05,1253,Turks and Caicos Islands
69,90,Sports BagRoyalBlue,8,311.27,2024-07-05,1253,Turks and Caicos Islands
70,39,Desk OrganizerSnow,2,385.47,2023-01-29,1007,Greece
70,81,BasketballYellow,5,274.88,2023-01-29,1007,Greece
71,91,BookSnow,8,50.81,2023-08-16,1159,Lao People's Democratic Republic
71,64,JacketDarkGoldenRod,4,274.15,2023-08-16,1159,Lao People's Democratic Republic
71,52,BookshelfMediumAquaMarine,5,317.87,2023-08-16,1159,Lao People's Democratic Republic
71,3,HeadphonesBlueViolet,2,138.69,2023-08-16,1159,Lao People's Democratic Republic
72,1,SmartphoneOliveDrab,5,202.22,2023-02-06,1684,Swaziland
73,91,BookSnow,7,225.07,2024-09-30,1911,Sudan
73,96,PuzzleSlateBlue,5,180.14,2024-09-30,1911,Sudan
73,97,Toy CarMediumSeaGreen,4,299.73,2024-09-30,1911,Sudan
73,5,KeyboardTeal,2,397.16,2024-09-30,1911,Sudan
73,40,Paper ShredderMediumSeaGreen,9,173.25,2024-09-30,1911,Sudan
74,98,Action FigureGold,3,38.71,2023-10-31,1542,Mexico
74,38,Mouse PadAliceBlue,5,262.32,2023-10-31,1542,Mexico
75,81,BasketballYellow,4,268.03,2024-12-30,1587,North Macedonia
75,53,TV StandTeal,9,204.69,2024-12-30,1587,North Macedonia
75,100,Building BlocksAzure,5,149.67,2024-12-30,1587,North Macedonia
75,48,Washing MachineYellowGreen,10,316.26,2024-12-30,1587,North Macedonia
75,21,MotherboardDarkGreen,2,350.03,2024-12-30,1587,North Macedonia
76,76,Face CreamDarkCyan,8,74.07,2024-12-15,1390,Taiwan
76,86,BicycleLavenderBlush,5,180.26,2024-12-15,1390,Taiwan
76,61,T-shirtGreenYellow,7,112.91,2024-12-15,1390,Taiwan
76,63,SneakersRed,9,162.53,2024-12-15,1390,Taiwan
77,57,NightstandLightSteelBlue,5,75.69,2024-06-13,1667,American Samoa
78,80,Makeup KitCyan,4,17.65,2023-10-21,1507,Philippines
79,2,LaptopPeachPuff,9,489.56,2023-11-01,1482,Afghanistan
79,88,Jump RopePeachPuff,2,344.72,2023-11-01,1482,Afghanistan
79,95,Board GameDarkOrange,7,8.18,2023-11-01,1482,Afghanistan
79,6,MouseSlateBlue,2,312.33,2023-11-01,1482,Afghanistan
80,94,Subscription CardMediumOrchid,4,74.64,2023-06-05,1276,Saint Barthelemy
80,74,Electric ShaverSienna,5,99.65,2023-06-05,1276,Saint Barthelemy
80,56,MattressLimeGreen,8,359.59,2023-06-05,1276,Saint Barthelemy
81,43,BlenderCoral,7,325.76,2024-07-04,1393,Swaziland
81,88,Jump RopePeachPuff,7,78.27,2024-07-04,1393,Swaziland
82,68,BeltLightSteelBlue,6,68.97,2024-05-08,1955,New Zealand
82,24,Power SupplySeaShell,8,177.84,2024-05-08,1955,New Zealand
83,63,SneakersRed,7,366.24,2023-03-13,1398,British Indian Ocean Territory (Chagos Archipelago)
83,26,SSD DriveMidnightBlue,8,470.32,2023-03-13,1398,British Indian Ocean Territory (Chagos Archipelago)
83,76,Face CreamDarkCyan,1,453.38,2023-03-13,1398,British Indian Ocean Territory (Chagos Archipelago)
83,5,KeyboardTeal,4,318.42,2023-03-13,1398,British Indian Ocean Territory (Chagos Archipelago)
84,47,DishwasherDarkTurquoise,1,372.87,2024-03-20,1891,Congo
84,87,TreadmillIndianRed,3,120.37,2024-03-20,1891,Congo
85,12,SpeakerTan,9,376.99,2024-09-29,1304,Fiji
85,99,DollLemonChiffon,6,208.66,2024-09-29,1304,Fiji
85,7,TabletPaleGreen,9,334.49,2024-09-29,1304,Fiji
85,84,DumbbellsLightSalmon,9,465.23,2024-09-29,1304,Fiji
85,56,MattressLimeGreen,10,230.03,2024-09-29,1304,Fiji
86,28,RouterMaroon,6,136.61,2024-05-17,1260,Cocos (Keeling) Islands
86,6,MouseSlateBlue,1,85.61,2024-05-17,1260,Cocos (Keeling) Islands
86,1,SmartphoneOliveDrab,5,329.04,2024-05-17,1260,Cocos (Keeling) Islands
86,18,VR HeadsetWhite,2,394.41,2024-05-17,1260,Cocos (Keeling) Islands
87,78,PerfumeDeepPink,7,281.1,2023-03-15,1696,Timor-Leste
87,29,ModemGreenYellow,8,100.46,2023-03-15,1696,Timor-Leste
88,78,PerfumeDeepPink,2,398.42,2024-11-04,1622,Niue
89,59,CurtainsMediumSeaGreen,6,131.47,2023-03-01,1330,Falkland Islands (Malvinas)
89,67,WatchLawnGreen,1,99.12,2023-03-01,1330,Falkland Islands (Malvinas)
89,11,TVIndianRed,4,435.62,2023-03-01,1330,Falkland Islands (Malvinas)
89,45,Rice CookerIndigo,4,419.46,2023-03-01,1330,Falkland Islands (Malvinas)
89,33,Standing DeskLightGoldenRodYellow,5,159.55,2023-03-01,1330,Falkland Islands (Malvinas)
90,33,Standing DeskLightGoldenRodYellow,8,175.25,2024-10-29,1880,South Georgia and the South Sandwich Islands
90,92,NotebookMintCream,4,27.03,2024-10-29,1880,South Georgia and the South Sandwich Islands
90,71,ShampooGhostWhite,2,9.56,2024-10-29,1880,South Georgia and the South Sandwich Islands
90,64,JacketDarkGoldenRod,8,28.5,2024-10-29,1880,South Georgia and the South Sandwich Islands
91,64,JacketDarkGoldenRod,8,222.85,2024-08-01,1828,Tokelau
91,11,TVIndianRed,2,124.37,2024-08-01,1828,Tokelau
91,98,Action FigureGold,3,209.94,2024-08-01,1828,Tokelau
91,28,RouterMaroon,8,308.31,2024-08-01,1828,Tokelau
92,72,ToothpasteBlanchedAlmond,7,24.48,2023-07-07,1837,Palau
92,24,Power SupplySeaShell,4,247.56,2023-07-07,1837,Palau
92,17,DroneLightCoral,5,467.56,2023-07-07,1837,Palau
92,41,Coffee MakerLemonChiffon,7,58.11,2023-07-07,1837,Palau
93,79,Lip BalmBlue,9,395.57,2024-01-16,1921,Pakistan
93,92,NotebookMintCream,5,389.84,2024-01-16,1921,Pakistan
93,66,SunglassesMediumAquaMarine,10,233.73,2024-01-16,1921,Pakistan
94,35,PenAquamarine,4,13.2,2024-04-15,1649,Brazil
94,79,Lip BalmBlue,2,90.43,2024-04-15,1649,Brazil
94,54,Dining TableSlateGray,4,112.94,2024-04-15,1649,Brazil
95,95,Board GameDarkOrange,9,260.07,2024-09-28,1900,Fiji
96,16,ProjectorDarkGray,7,324.37,2024-09-13,1879,Armenia
97,46,MicrowaveLawnGreen,4,339.07,2023-01-30,1121,Pitcairn Islands
97,91,BookSnow,9,332.0,2023-01-30,1121,Pitcairn Islands
97,29,ModemGreenYellow,4,37.07,2023-01-30,1121,Pitcairn Islands
97,40,Paper ShredderMediumSeaGreen,6,120.63,2023-01-30,1121,Pitcairn Islands
97,81,BasketballYellow,8,146.98,2023-01-30,1121,Pitcairn Islands
98,2,LaptopPeachPuff,9,254.9,2023-07-09,1175,Germany
98,47,DishwasherDarkTurquoise,10,319.23,2023-07-09,1175,Germany
99,51,SofaCyan,3,488.0,2024-11-21,1831,Wallis and Futuna
99,66,SunglassesMediumAquaMarine,2,72.11,2024-11-21,1831,Wallis and Futuna
100,73,Hair DryerLightGoldenRodYellow,4,121.48,2024-02-19,1211,Thailand
100,17,DroneLightCoral,4,381.18,2024-02-19,1211,Thailand
100,46,MicrowaveLawnGreen,10,297.56,2024-02-19,1211,Thailand
100,81,BasketballYellow,8,450.9,2024-02-19,1211,Thailand
101,4,MonitorLightGoldenRodYellow,9,300.08,2023-01-31,1110,San Marino
101,63,SneakersRed,8,157.81,2023-01-31,1110,San Marino
101,29,ModemGreenYellow,9,328.12,2023-01-31,1110,San Marino
101,85,Tennis RacketTurquoise,8,405.57,2023-01-31,1110,San Marino
101,95,Board GameDarkOrange,8,275.28,2023-01-31,1110,San Marino
102,34,NotebookChocolate,3,304.13,2024-12-02,1721,New Caledonia
103,41,Coffee MakerLemonChiffon,5,195.13,2024-04-23,1720,Rwanda
103,8,SmartwatchLimeGreen,4,23.95,2024-04-23,1720,Rwanda
104,44,Air FryerGold,8,335.87,2024-04-15,1743,Kuwait
104,85,Tennis RacketTurquoise,4,133.75,2024-04-15,1743,Kuwait
105,40,Paper ShredderMediumSeaGreen,1,181.4,2024-04-12,1687,Holy See (Vatican City State)
105,70,GlovesGold,1,367.5,2024-04-12,1687,Holy See (Vatican City State)
106,3,HeadphonesBlueViolet,8,315.78,2024-09-28,1154,Christmas Island
106,4,MonitorLightGoldenRodYellow,4,27.26,2024-09-28,1154,Christmas Island
106,29,ModemGreenYellow,6,37.94,2024-09-28,1154,Christmas Island
107,85,Tennis RacketTurquoise,7,72.25,2023-06-01,1063,Namibia
107,28,RouterMaroon,8,220.43,2023-06-01,1063,Namibia
107,46,MicrowaveLawnGreen,5,92.58,2023-06-01,1063,Namibia
108,49,RefrigeratorRosyBrown,1,207.6,2023-08-01,1336,Burundi
108,34,NotebookChocolate,9,268.01,2023-08-01,1336,Burundi
108,95,Board GameDarkOrange,8,380.75,2023-08-01,1336,Burundi
108,73,Hair DryerLightGoldenRodYellow,2,207.42,2023-08-01,1336,Burundi
109,1,SmartphoneOliveDrab,9,73.42,2023-04-21,1399,Grenada
109,85,Tennis RacketTurquoise,9,420.83,2023-04-21,1399,Grenada
110,11,TVIndianRed,6,122.5,2023-09-04,1716,Heard Island and McDonald Islands
110,23,RAM StickMediumPurple,4,473.25,2023-09-04,1716,Heard Island and McDonald Islands
111,96,PuzzleSlateBlue,9,88.32,2024-06-08,1979,Guadeloupe
111,11,TVIndianRed,7,464.19,2024-06-08,1979,Guadeloupe
112,80,Makeup KitCyan,8,356.5,2024-07-22,1612,Argentina
113,6,MouseSlateBlue,5,173.42,2023-01-31,1629,Central African Republic
113,95,Board GameDarkOrange,7,18.5,2023-01-31,1629,Central African Republic
113,5,KeyboardTeal,8,49.36,2023-01-31,1629,Central African Republic
113,38,Mouse PadAliceBlue,3,231.77,2023-01-31,1629,Central African Republic
113,65,HatOliveDrab,6,85.33,2023-01-31,1629,Central African Republic
114,44,Air FryerGold,5,402.65,2023-04-20,1771,Myanmar
114,51,SofaCyan,1,158.83,2023-04-20,1771,Myanmar
114,37,BriefcasePaleGoldenRod,9,237.11,2023-04-20,1771,Myanmar
114,5,KeyboardTeal,9,287.4,2023-04-20,1771,Myanmar
115,59,CurtainsMediumSeaGreen,7,362.09,2023-07-31,1268,Indonesia
116,64,JacketDarkGoldenRod,1,15.24,2024-12-23,1413,Bulgaria
116,95,Board GameDarkOrange,1,130.69,2024-12-23,1413,Bulgaria
116,88,Jump RopePeachPuff,10,352.84,2024-12-23,1413,Bulgaria
117,88,Jump RopePeachPuff,4,382.49,2023-08-03,1951,Lesotho
117,67,WatchLawnGreen,6,196.11,2023-08-03,1951,Lesotho
117,33,Standing DeskLightGoldenRodYellow,4,62.42,2023-08-03,1951,Lesotho
118,76,Face CreamDarkCyan,9,342.26,2024-06-17,1337,Vietnam
118,46,MicrowaveLawnGreen,3,458.6,2024-06-17,1337,Vietnam
119,43,BlenderCoral,1,294.54,2023-02-05,1921,Christmas Island
119,7,TabletPaleGreen,10,82.3,2023-02-05,1921,Christmas Island
120,38,Mouse PadAliceBlue,5,164.89,2024-09-17,1352,Saint Lucia
120,52,BookshelfMediumAquaMarine,10,218.35,2024-09-17,1352,Saint Lucia
120,22,ProcessorCornsilk,1,395.23,2024-09-17,1352,Saint Lucia
121,57,NightstandLightSteelBlue,3,173.97,2023-02-21,1582,Iraq
122,86,BicycleLavenderBlush,5,374.9,2024-09-01,1009,French Southern Territories
122,25,Cooling FanDarkGreen,2,276.69,2024-09-01,1009,French Southern Territories
122,55,Bed FrameDarkMagenta,5,475.15,2024-09-01,1009,French Southern Territories
122,23,RAM StickMediumPurple,9,89.08,2024-09-01,1009,French Southern Territories
123,75,DeodorantCornflowerBlue,2,471.12,2023-10-30,1674,Bolivia
123,81,BasketballYellow,9,304.5,2023-10-30,1674,Bolivia
124,35,PenAquamarine,5,146.06,2024-02-14,1772,Liberia
124,55,Bed FrameDarkMagenta,5,473.4,2024-02-14,1772,Liberia
124,69,ScarfGhostWhite,9,279.51,2024-02-14,1772,Liberia
124,44,Air FryerGold,4,354.26,2024-02-14,1772,Liberia
125,1,SmartphoneOliveDrab,9,81.89,2023-12-13,1442,Tajikistan
